time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2000-08-18T10:14:37.940Z,48.946,142.277,10,4.3,mb,13,,,1.13,us,usp0009yqd,2014-11-07T01:10:53.173Z,"Sakhalin, Russia",earthquake,,,,1,reviewed,us,us
2000-08-18T03:49:11.520Z,34.231,139.155,10,4.9,mb,117,,,0.84,us,usp0009yq1,2014-11-07T01:10:53.144Z,"near the south coast of Honshu, Japan",earthquake,,,,41,reviewed,us,us
2000-08-18T02:08:40.810Z,34.232,139.129,10,5,mb,105,,,0.84,us,usp0009ypq,2014-11-07T01:10:53.111Z,"near the south coast of Honshu, Japan",earthquake,,,,36,reviewed,us,us
2000-08-18T01:58:36.100Z,34.08,139.023,10,4,mb,7,,,0.73,us,usp0009ypp,2014-11-07T01:10:53.109Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-08-18T01:52:20.870Z,34.127,139.18,10,5.7,mwc,287,,,0.83,us,usp0009ypm,2020-02-06T20:12:05.743Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-08-17T19:45:20.160Z,49.33,155.527,41.5,4.9,mb,70,,,1.11,us,usp0009yp5,2014-11-07T01:10:52.893Z,"Kuril Islands",earthquake,,11.1,,29,reviewed,us,us
2000-08-17T19:34:46.530Z,40.889,51.658,70,4.5,mb,42,,,1.11,us,usp0009yp4,2014-11-07T01:10:52.889Z,"Caspian Sea, offshore Turkmenistan",earthquake,,13.1,,7,reviewed,us,us
2000-08-17T11:49:50.380Z,40.723,33.887,33,4.8,mb,9,,,1.16,us,usp0009yn9,2014-11-07T01:10:52.423Z,"central Turkey",earthquake,,,,3,reviewed,us,us
2000-08-17T07:32:50.550Z,36.3,70.986,211.3,4.5,mb,11,,,0.8,us,usp0009ymx,2014-11-07T01:10:52.400Z,"Hindu Kush region, Afghanistan",earthquake,,20.9,,2,reviewed,us,us
2000-08-17T07:30:32.460Z,71.305,-8.81,10,4.3,mb,19,,,1.3,us,usp0009ymw,2014-11-07T01:10:52.398Z,"Jan Mayen Island region",earthquake,,,,3,reviewed,us,us
2000-08-17T03:22:16.140Z,51.675,16.148,5,4,ml,53,,,1.03,us,usp0009ymf,2014-11-07T01:10:52.362Z,"Poland",earthquake,,,,,reviewed,us,grf
2000-08-17T01:10:02.000Z,38.17,73.483,123.5,4.4,mb,30,,,0.86,us,usp0009ym9,2014-11-07T01:10:52.344Z,"Tajikistan",earthquake,,,,8,reviewed,us,us
2000-08-17T00:38:03.740Z,46.403,153.384,33,4.2,mb,9,,,0.68,us,usp0009ym7,2014-11-07T01:10:52.339Z,"Kuril Islands",earthquake,,,,2,reviewed,us,us
2000-08-16T23:31:04.330Z,36.229,70.335,124.8,4.2,mb,25,,,1.18,us,usp0009ym4,2014-11-07T01:10:52.298Z,"Hindu Kush region, Afghanistan",earthquake,,24.2,,5,reviewed,us,us
2000-08-16T21:36:54.850Z,34.007,139.353,10,4,mb,11,,,1.03,us,usp0009ykz,2014-11-07T01:10:52.284Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-08-16T13:34:02.170Z,51.291,-178.322,33,4.2,mb,19,,,1.2,us,usp0009ykm,2014-11-07T01:10:52.245Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,2,reviewed,us,us
2000-08-16T12:53:02.050Z,36.723,54.362,33,4.9,mwc,105,,,1.02,us,usp0009ykk,2016-11-09T23:15:34.786Z,"northern Iran",earthquake,,,,,reviewed,us,hrv
2000-08-16T09:04:55.790Z,41.878,139.246,10,4.3,mb,12,,,0.8,us,usp0009ykc,2014-11-07T01:10:52.205Z,"Hokkaido, Japan region",earthquake,,,,1,reviewed,us,us
2000-08-16T02:00:43.070Z,34.117,139.228,10,5.1,mwc,92,,,0.95,us,usp0009yk2,2016-11-09T23:15:34.235Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-08-16T01:18:43.840Z,46.452,153.183,33,4.2,mb,17,,,0.86,us,usp0009yjz,2014-11-07T01:10:52.154Z,"Kuril Islands",earthquake,,,,3,reviewed,us,us
2000-08-16T00:24:00.090Z,52.016,179.704,33,4.2,mb,8,,,1.36,us,usp0009yjx,2014-11-07T01:10:52.149Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,1,reviewed,us,us
2000-08-16T00:04:22.030Z,51.981,179.707,33,4.2,mb,10,,,1.24,us,usp0009yju,2014-11-07T01:10:52.141Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,1,reviewed,us,us
2000-08-15T22:04:26.310Z,34.371,139.204,10,4.2,mb,14,,,0.43,us,usp0009yjr,2014-11-07T01:10:52.136Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-08-15T22:00:36.530Z,34.264,139.07,10,4.9,mb,57,,,1.15,us,usp0009yjq,2014-11-07T01:10:52.131Z,"near the south coast of Honshu, Japan",earthquake,,,,18,reviewed,us,us
2000-08-15T21:49:39.680Z,71.332,-8.76,10,4.2,mb,24,,,1.01,us,usp0009yjn,2014-11-07T01:10:52.127Z,"Jan Mayen Island region",earthquake,,,,9,reviewed,us,us
2000-08-15T21:46:45.800Z,34.056,139.329,10,4.6,mb,30,,,1.46,us,usp0009yjm,2014-11-07T01:10:52.123Z,"near the south coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2000-08-15T21:05:03.510Z,40.041,77.736,33,5,mb,128,,,1.03,us,usp0009yjc,2014-11-07T01:10:52.100Z,"southern Xinjiang, China",earthquake,,,,43,reviewed,us,us
2000-08-15T20:27:46.980Z,34.108,139.409,10,4.6,mb,21,,,1.51,us,usp0009yj7,2014-11-07T01:10:52.092Z,"near the south coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-08-15T20:25:42.900Z,34.277,139.169,10,4.9,mb,27,,,0.86,us,usp0009yj6,2014-11-07T01:10:52.089Z,"near the south coast of Honshu, Japan",earthquake,,,,7,reviewed,us,us
2000-08-15T20:20:43.840Z,43.046,146.759,33,5.8,mwc,345,,,0.75,us,usp0009yj5,2016-11-09T23:15:10.725Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
2000-08-15T20:16:41.780Z,34.019,139.748,10,4.2,mb,12,,,0.82,us,usp0009yj3,2014-11-07T01:10:52.055Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-08-15T19:53:23.800Z,34.016,139.169,10,4.4,mb,19,,,1.08,us,usp0009yhx,2014-11-07T01:10:52.044Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-08-15T19:39:49.850Z,34.159,139.247,10,4.7,mb,37,,,0.83,us,usp0009yhv,2014-11-07T01:10:52.039Z,"near the south coast of Honshu, Japan",earthquake,,,,13,reviewed,us,us
2000-08-15T19:38:40.920Z,34.21,139.321,10,4.4,mb,20,,,1.07,us,usp0009yhu,2014-11-07T01:10:52.037Z,"near the south coast of Honshu, Japan",earthquake,,,,6,reviewed,us,us
2000-08-15T19:32:43.080Z,34.122,139.379,10,4.4,mb,36,,,1.44,us,usp0009yht,2014-11-07T01:10:52.033Z,"near the south coast of Honshu, Japan",earthquake,,,,16,reviewed,us,us
2000-08-15T19:24:44.290Z,34.422,139.07,10,4.7,mb,25,,,0.86,us,usp0009yhs,2014-11-07T01:10:52.030Z,"near the south coast of Honshu, Japan",earthquake,,,,8,reviewed,us,us
2000-08-15T19:23:56.190Z,34.104,139.364,10,4.6,mb,32,,,0.93,us,usp0009yhr,2014-11-07T01:10:52.027Z,"near the south coast of Honshu, Japan",earthquake,,,,9,reviewed,us,us
2000-08-15T19:19:41.620Z,34.001,139.357,10,4.4,mb,13,,,1.32,us,usp0009yhq,2014-11-07T01:10:52.025Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-08-15T19:08:40.790Z,34.09,139.504,10,4.7,mb,62,,,1.23,us,usp0009yhp,2014-11-07T01:10:52.020Z,"near the south coast of Honshu, Japan",earthquake,,,,23,reviewed,us,us
2000-08-15T19:03:33.040Z,34.126,139.194,10,4.6,mb,46,,,1.43,us,usp0009yhn,2014-11-07T01:10:52.015Z,"near the south coast of Honshu, Japan",earthquake,,,,17,reviewed,us,us
2000-08-15T18:57:44.820Z,34.018,139.393,10,4.4,mb,14,,,1.49,us,usp0009yhm,2014-11-07T01:10:52.013Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-08-15T18:55:52.740Z,33.785,139.613,10,4,mb,6,,,0.51,us,usp0009yhk,2014-11-07T01:10:52.012Z,"Izu Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-08-15T18:48:13.720Z,33.952,139.315,10,4.5,mb,17,,,1.48,us,usp0009yhj,2014-11-07T01:10:52.010Z,"Izu Islands, Japan region",earthquake,,,,3,reviewed,us,us
2000-08-15T18:36:43.560Z,34.055,139.203,10,4.5,mb,14,,,1.31,us,usp0009yhf,2014-11-07T01:10:52.005Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-08-15T18:32:14.740Z,33.96,139.46,10,4.7,mb,67,,,1.27,us,usp0009yhe,2014-11-07T01:10:51.999Z,"Izu Islands, Japan region",earthquake,,,,25,reviewed,us,us
2000-08-15T18:19:00.640Z,34.157,139.209,10,5.3,mwc,93,,,0.72,us,usp0009yhc,2016-11-09T23:15:10.244Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-08-15T18:17:54.390Z,33.975,139.244,10,4.7,mb,15,,,1.3,us,usp0009yhb,2014-11-07T01:10:51.989Z,"Izu Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-08-15T18:14:58.660Z,34.019,139.17,10,4.4,mb,12,,,1.24,us,usp0009yha,2014-11-07T01:10:51.987Z,"near the south coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-08-15T18:09:08.640Z,34.176,139.264,10,4.4,mb,10,,,1.49,us,usp0009yh9,2014-11-07T01:10:51.985Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-08-15T18:04:01.650Z,34.168,139.403,10,4.5,mb,12,,,1.32,us,usp0009yh8,2014-11-07T01:10:51.984Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-08-15T18:02:09.840Z,33.873,139.385,10,4.6,mb,8,,,1.34,us,usp0009yh6,2014-11-07T01:10:51.980Z,"Izu Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-08-15T18:00:03.980Z,34.069,139.379,10,4.9,mb,24,,,1.22,us,usp0009yh4,2014-11-07T01:10:51.973Z,"near the south coast of Honshu, Japan",earthquake,,,,6,reviewed,us,us
2000-08-15T17:51:24.970Z,33.564,139.419,10,4.1,mb,9,,,1.39,us,usp0009yh3,2014-11-07T01:10:51.971Z,"Izu Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-08-15T17:37:12.090Z,34.113,139.195,10,5.2,mb,167,,,0.85,us,usp0009yh1,2014-11-07T01:10:51.957Z,"near the south coast of Honshu, Japan",earthquake,,,,71,reviewed,us,us
2000-08-15T17:30:36.310Z,34.095,139.226,10,4.3,mb,7,,,1,us,usp0009yh0,2014-11-07T01:10:51.956Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-08-15T17:26:10.790Z,34.103,139.326,10,4.9,mb,69,,,1.03,us,usp0009ygz,2014-11-07T01:10:51.949Z,"near the south coast of Honshu, Japan",earthquake,,,,25,reviewed,us,us
2000-08-15T17:22:28.240Z,34.199,139.167,10,5.3,mwc,190,,,0.73,us,usp0009ygy,2016-11-09T23:15:09.736Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-08-15T17:07:20.900Z,34.169,139.145,10,4.7,mb,72,,,0.93,us,usp0009ygx,2014-11-07T01:10:51.916Z,"near the south coast of Honshu, Japan",earthquake,,,,26,reviewed,us,us
2000-08-15T16:50:23.400Z,34.028,139.299,10,4.4,mb,14,,,1.27,us,usp0009ygv,2014-11-07T01:10:51.913Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-08-15T16:43:39.860Z,34.032,139.356,10,4.7,mb,25,,,1.11,us,usp0009ygu,2014-11-07T01:10:51.910Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-08-15T16:28:04.220Z,33.995,139.452,10,4.5,mb,10,,,1.51,us,usp0009ygr,2014-11-07T01:10:51.907Z,"Izu Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-08-15T15:55:26.530Z,34.106,139.193,10,5.3,mwc,137,,,0.89,us,usp0009ygp,2016-11-09T23:15:09.234Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-08-15T15:11:58.840Z,34.186,139.35,10,4.3,mb,12,,,1.51,us,usp0009ygk,2014-11-07T01:10:51.885Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-08-15T15:05:30.940Z,34.2,138.991,10,4.5,mb,8,,,1.14,us,usp0009ygj,2014-11-07T01:10:51.883Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-08-15T15:02:58.970Z,34.175,139.124,10,5.2,mwc,123,,,0.87,us,usp0009ygh,2016-11-09T23:15:08.736Z,"near the south coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
2000-08-15T14:08:08.400Z,33.919,139.463,10,4.5,mb,13,,,1.41,us,usp0009ygc,2014-11-07T01:10:51.857Z,"Izu Islands, Japan region",earthquake,,,,2,reviewed,us,us
2000-08-15T14:02:33.300Z,34.166,139.047,10,4.6,mb,51,,,1.46,us,usp0009ygb,2014-11-07T01:10:51.852Z,"near the south coast of Honshu, Japan",earthquake,,,,20,reviewed,us,us
2000-08-15T13:47:03.030Z,34.132,139.217,10,4.9,mb,70,,,1.04,us,usp0009yga,2014-11-07T01:10:51.845Z,"near the south coast of Honshu, Japan",earthquake,,,,31,reviewed,us,us
2000-08-15T13:39:17.050Z,34.013,139.29,10,4.3,mb,11,,,1.54,us,usp0009yg9,2014-11-07T01:10:51.843Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-08-15T05:37:04.290Z,34.205,139.205,10,4.4,mb,17,,,1.33,us,usp0009yfr,2014-11-07T01:10:51.803Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-08-15T05:00:21.590Z,71.243,-7.949,10,4.5,mb,69,,,1.15,us,usp0009yfp,2014-11-07T01:10:51.795Z,"Jan Mayen Island region",earthquake,,,,33,reviewed,us,us
2000-08-15T02:09:52.080Z,49.8,142.753,10,4.2,mb,15,,,1.15,us,usp0009yfc,2014-11-07T01:10:51.711Z,"Sakhalin, Russia",earthquake,,,,2,reviewed,us,us
2000-08-14T23:14:01.590Z,72.61,4.044,10,4.6,mb,19,,,1.11,us,usp0009yf7,2014-11-07T01:10:51.690Z,"Norwegian Sea",earthquake,,,,4,reviewed,us,us
2000-08-14T18:39:31.240Z,34.073,139.22,10,4.9,mb,123,,,0.84,us,usp0009yes,2014-11-07T01:10:51.624Z,"near the south coast of Honshu, Japan",earthquake,,,,39,reviewed,us,us
2000-08-14T17:19:32.480Z,52.946,160.597,33,4.3,mb,22,,,1.24,us,usp0009yem,2014-11-07T01:10:51.606Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,8,reviewed,us,us
2000-08-14T15:37:40.290Z,34.041,139.562,10,4.4,mb,17,,,1.46,us,usp0009yeg,2014-11-07T01:10:51.596Z,"near the south coast of Honshu, Japan",earthquake,,,,2,reviewed,us,us
2000-08-14T14:25:23.010Z,51.771,177.829,64.6,4.7,mb,120,,,0.86,us,usp0009yed,2014-11-07T01:10:51.582Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,44,reviewed,us,us
2000-08-14T08:59:45.470Z,37.248,134.915,380.1,4.1,mb,21,,,0.84,us,usp0009ye3,2014-11-07T01:10:51.553Z,"Sea of Japan",earthquake,,6.7,,1,reviewed,us,us
2000-08-14T07:33:47.500Z,35.562,140.051,91,4.5,mb,20,,,1.04,us,usp0009ye1,2014-11-07T01:10:51.549Z,"near the east coast of Honshu, Japan",earthquake,,14.4,,3,reviewed,us,us
2000-08-13T08:32:49.320Z,34.178,139.079,10,4.4,mb,43,,,0.8,us,usp0009ycf,2014-11-07T01:10:51.395Z,"near the south coast of Honshu, Japan",earthquake,,,,15,reviewed,us,us
2000-08-13T06:46:14.330Z,34.097,139.072,10,4.3,mb,25,,,1.31,us,usp0009yc8,2014-11-07T01:10:51.347Z,"near the south coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2000-08-13T05:20:00.860Z,40.36,144.877,33,4.5,mb,45,,,1.01,us,usp0009yc1,2014-11-07T01:10:51.309Z,"off the east coast of Honshu, Japan",earthquake,,,,22,reviewed,us,us
2000-08-13T03:54:02.160Z,56.053,164.654,33,4.2,mb,24,,,1.17,us,usp0009ybx,2014-11-07T01:10:51.261Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,3,reviewed,us,us
2000-08-13T03:04:21.870Z,48.672,142.259,10,4.2,mb,9,,,0.85,us,usp0009ybu,2014-11-07T01:10:51.256Z,"Sakhalin, Russia",earthquake,,,,2,reviewed,us,us
2000-08-12T23:42:10.560Z,37.738,19.798,33,4,mb,20,,,1.09,us,usp0009ybk,2014-11-07T01:10:51.231Z,"Ionian Sea",earthquake,,,,2,reviewed,us,us
2000-08-12T19:04:21.570Z,34.075,139.411,10,4,mb,15,,,1.26,us,usp0009yba,2014-11-07T01:10:51.206Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-08-12T17:19:54.630Z,34.112,139.269,10,4.3,mb,19,,,1.29,us,usp0009yb3,2014-11-07T01:10:51.191Z,"near the south coast of Honshu, Japan",earthquake,,,,6,reviewed,us,us
2000-08-12T14:27:22.010Z,59.547,5.061,10,4.1,mb,80,,,1.45,us,usp0009yaw,2014-11-07T01:10:51.169Z,"southern Norway",earthquake,,,,9,reviewed,us,us
2000-08-11T18:36:11.420Z,47.814,147.564,387.4,4.1,mb,79,,,0.57,us,usp0009y9z,2014-11-07T01:10:51.051Z,"northwest of the Kuril Islands",earthquake,,6.2,,30,reviewed,us,us
2000-08-11T09:37:54.810Z,38.797,70.29,33,4.4,mb,28,,,1.17,us,usp0009y9g,2014-11-07T01:10:50.998Z,"Tajikistan",earthquake,,,,16,reviewed,us,us
2000-08-11T06:34:14.390Z,70.966,-6.372,10,4.5,mb,47,,,1.31,us,usp0009y97,2014-11-07T01:10:50.981Z,"Jan Mayen Island region",earthquake,,,,30,reviewed,us,us
2000-08-10T11:28:13.920Z,35.939,70.666,33,4.4,mb,39,,,0.89,us,usp0009y8c,2014-11-07T01:10:50.903Z,"Hindu Kush region, Afghanistan",earthquake,,,,15,reviewed,us,us
2000-08-10T11:04:14.330Z,37.522,22.07,33,4.4,mb,14,,,1.19,us,usp0009y88,2014-11-07T01:10:50.891Z,"southern Greece",earthquake,,,,2,reviewed,us,us
2000-08-10T08:43:17.630Z,35.621,75.728,33,4.2,mb,25,,,1.37,us,usp0009y80,2014-11-07T01:10:50.868Z,"northwestern Kashmir",earthquake,,,,3,reviewed,us,us
2000-08-10T07:07:09.750Z,48.732,142.258,10,5.2,mwc,183,,,0.95,us,usp0009y7v,2016-11-09T23:12:11.336Z,"Sakhalin, Russia",earthquake,,,,,reviewed,us,hrv
2000-08-10T04:39:55.790Z,33.868,138.852,10,4.5,mb,23,,,1.06,us,usp0009y7p,2014-11-07T01:10:50.828Z,"Izu Islands, Japan region",earthquake,,,,5,reviewed,us,us
2000-08-10T00:28:37.450Z,36.549,71.03,209.5,4.4,mb,32,,,0.8,us,usp0009y7e,2014-11-07T01:10:50.812Z,"Hindu Kush region, Afghanistan",earthquake,,10.2,,6,reviewed,us,us
2000-08-09T11:34:31.050Z,38.239,57.551,33,4.2,mb,22,,,1.17,us,usp0009y63,2014-11-07T01:10:50.602Z,"Turkmenistan",earthquake,,,,7,reviewed,us,us
2000-08-09T05:06:54.410Z,34.772,70.949,33,4.7,mb,63,,,0.79,us,usp0009y5n,2014-11-07T01:10:50.570Z,"Hindu Kush region, Afghanistan",earthquake,,,,36,reviewed,us,us
2000-08-09T05:03:54.330Z,34.52,71.033,33,4.6,mb,99,,,1.12,us,usp0009y5m,2014-11-07T01:10:50.562Z,"Afghanistan-Pakistan border region",earthquake,,,,44,reviewed,us,us
2000-08-09T03:06:36.230Z,34.171,139.235,10,4.3,mb,18,,,1.05,us,usp0009y5d,2014-11-07T01:10:50.550Z,"near the south coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2000-08-09T03:02:51.320Z,34.083,138.99,10,4.1,mb,20,,,1.1,us,usp0009y5c,2014-11-07T01:10:50.548Z,"near the south coast of Honshu, Japan",earthquake,,,,8,reviewed,us,us
2000-08-09T01:02:36.110Z,44.638,146.423,121.4,4.4,mb,72,,,0.74,us,usp0009y55,2014-11-07T01:10:50.516Z,"Kuril Islands",earthquake,,,,29,reviewed,us,us
2000-08-08T19:29:25.260Z,34.207,139.144,10,4.7,mb,83,,,0.91,us,usp0009y4m,2014-11-07T01:10:50.415Z,"near the south coast of Honshu, Japan",earthquake,,,,37,reviewed,us,us
2000-08-08T13:48:11.920Z,40.094,142.76,33,4.4,mb,9,,,0.92,us,usp0009y40,2014-11-07T01:10:50.327Z,"near the east coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-08-08T05:58:08.240Z,34.031,139.245,10,4.5,mb,39,,,0.89,us,usp0009y3q,2014-11-07T01:10:50.285Z,"near the south coast of Honshu, Japan",earthquake,,,,10,reviewed,us,us
2000-08-08T01:15:09.190Z,42.099,76.973,33,5,mwc,239,,,0.82,us,usp0009y3d,2016-11-09T23:11:08.280Z,"Kyrgyzstan",earthquake,,,,,reviewed,us,hrv
2000-08-07T17:30:46.580Z,34.04,139.319,10,4.4,mb,9,,,0.47,us,usp0009y2y,2014-11-07T01:10:50.197Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-08-07T09:12:05.710Z,48.652,142.593,10,4.5,mb,24,,,1.12,us,usp0009y2a,2014-11-07T01:10:50.037Z,"Sakhalin, Russia",earthquake,,,,7,reviewed,us,us
2000-08-07T08:56:33.990Z,48.769,142.348,10,4.4,mb,24,,,0.84,us,usp0009y26,2014-11-07T01:10:50.022Z,"Sakhalin, Russia",earthquake,,,,6,reviewed,us,us
2000-08-07T04:48:15.300Z,34.148,139.222,10,4.4,mb,24,,,1.3,us,usp0009y1t,2014-11-07T01:10:49.949Z,"near the south coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-08-06T17:38:01.650Z,34.002,139.333,10,4.4,mb,21,,,1.11,us,usp0009y0v,2014-11-07T01:10:49.850Z,"near the south coast of Honshu, Japan",earthquake,,,,3,reviewed,us,us
2000-08-06T13:05:06.730Z,48.582,142.145,10,4.5,mb,54,,,1.16,us,usp0009y0e,2014-11-07T01:10:49.812Z,"Sakhalin, Russia",earthquake,,,,23,reviewed,us,us
2000-08-06T12:20:18.480Z,35.492,27.676,33,4,mb,33,,,1.02,us,usp0009y0c,2014-11-07T01:10:49.801Z,"Dodecanese Islands, Greece",earthquake,,,,19,reviewed,us,us
2000-08-06T11:55:55.300Z,34.177,139.234,10,4.6,mb,33,,,1.27,us,usp0009y0b,2014-11-07T01:10:49.797Z,"near the south coast of Honshu, Japan",earthquake,,,,12,reviewed,us,us
2000-08-06T07:54:35.200Z,48.754,142.241,10,4.9,mb,75,,,1.13,us,usp0009xzz,2014-11-07T01:10:49.756Z,"Sakhalin, Russia",earthquake,,,,33,reviewed,us,us
2000-08-06T02:37:43.380Z,48.872,142.364,10,4.1,mb,24,,,1.1,us,usp0009xzj,2014-11-07T01:10:49.655Z,"Sakhalin, Russia",earthquake,,,,4,reviewed,us,us
2000-08-05T22:53:56.210Z,53.954,168.631,33,4.5,mb,74,,,1.09,us,usp0009xzd,2014-11-07T01:10:49.483Z,"Komandorskiye Ostrova, Russia region",earthquake,,,,20,reviewed,us,us
2000-08-05T18:26:13.640Z,34.255,139.185,10,4.6,mb,41,,,1.25,us,usp0009xz0,2014-11-07T01:10:49.305Z,"near the south coast of Honshu, Japan",earthquake,,,,19,reviewed,us,us
2000-08-05T06:52:22.550Z,48.801,142.264,10,4.8,mb,137,,,0.83,us,usp0009xy7,2014-11-07T01:10:49.192Z,"Sakhalin, Russia",earthquake,,,,56,reviewed,us,us
2000-08-05T06:03:32.950Z,34.325,138.927,10,4.5,mb,19,,,1.38,us,usp0009xy2,2014-11-07T01:10:49.166Z,"near the south coast of Honshu, Japan",earthquake,,,,5,reviewed,us,us
2000-08-05T04:15:35.820Z,34.142,139.101,10,4.9,mb,64,,,1.05,us,usp0009xxz,2014-11-07T01:10:49.147Z,"near the south coast of Honshu, Japan",earthquake,,,,20,reviewed,us,us
2000-08-05T03:41:35.040Z,33.777,139.408,10,4,mb,20,,,1.4,us,usp0009xxw,2014-11-07T01:10:49.139Z,"Izu Islands, Japan region",earthquake,,,,4,reviewed,us,us
2000-08-05T01:42:28.500Z,48.803,142.214,10,4.7,mb,75,,,0.99,us,usp0009xxp,2014-11-07T01:10:49.106Z,"Sakhalin, Russia",earthquake,,,,35,reviewed,us,us
2000-08-05T01:13:22.880Z,48.63,142.318,10,4.6,ms,53,,,1.15,us,usp0009xxm,2014-11-07T01:10:49.099Z,"Sakhalin, Russia",earthquake,,,,1,reviewed,us,us
2000-08-04T23:56:08.130Z,34.674,139.003,10,4.2,mb,11,,,0.49,us,usp0009xxg,2014-11-07T01:10:49.088Z,"near the south coast of Honshu, Japan",earthquake,,,,1,reviewed,us,us
2000-08-04T23:55:15.570Z,34.119,139.205,10,4.8,mb,29,,,1.07,us,usp0009xxf,2014-11-07T01:10:49.085Z,"near the south coast of Honshu, Japan",earthquake,,,,7,reviewed,us,us
2000-08-04T22:31:49.900Z,48.836,142.362,10,4.4,mb,28,,,1.02,us,usp0009xx8,2014-11-07T01:10:49.067Z,"Sakhalin, Russia",earthquake,,,,8,reviewed,us,us
2000-08-04T22:27:13.600Z,48.961,142.273,10,4.6,mb,19,,,0.93,us,usp0009xx5,2014-11-07T01:10:49.060Z,"Sakhalin, Russia",earthquake,,,,3,reviewed,us,us
2000-08-04T22:21:05.520Z,48.948,142.45,10,4.4,mb,18,,,1.22,us,usp0009xx3,2014-11-07T01:10:49.057Z,"Sakhalin, Russia",earthquake,,,,4,reviewed,us,us
2000-08-04T22:11:12.620Z,48.893,142.146,10,4.5,mb,35,,,1.08,us,usp0009xwz,2014-11-07T01:10:49.047Z,"Sakhalin, Russia",earthquake,,,,14,reviewed,us,us
2000-08-04T22:06:37.320Z,41.935,142.809,33,4.6,mb,18,,,0.98,us,usp0009xwy,2014-11-07T01:10:49.045Z,"Hokkaido, Japan region",earthquake,,,,3,reviewed,us,us
2000-08-04T21:29:27.680Z,48.922,142.113,10,5.3,mb,206,,,0.7,us,usp0009xwv,2014-11-07T01:10:49.020Z,"Sakhalin, Russia",earthquake,,,,58,reviewed,us,us
2000-08-04T21:21:04.200Z,33.965,139.303,10,4.1,mb,12,,,1.09,us,usp0009xwt,2014-11-07T01:10:49.016Z,"Izu Islands, Japan region",earthquake,,,,1,reviewed,us,us
2000-08-04T21:13:02.710Z,48.786,142.246,10,6.8,mwc,593,,,0.89,us,usp0009xws,2020-01-04T00:03:33.264Z,"Sakhalin, Russia",earthquake,,,,,reviewed,us,hrv
